timestamp,buy_box,visibility_order,condizione,venduto_da,spedito_da,num_valutazioni,valutazioni_positive,prezzo,qta_min,prezzo_prod_venduto(€),tipo_spedizione,prezzo_spedizione(€),prezzo_totale(€),dif_prezzo,dif_prezzo_sped,dif_prezzo_tot,g_cons_min,g_cons_max,g_spedizione,g_cons_vel_min,g_cons_vel_max,g_spedizione_vel,spedizione_consegna,condizione_usato,stelle,delta_consegna,delta_num_val,delta_val_pos(%),rapp_piu_basso,fba,vend_amazon
2022-02-07T12:05:05,0,18,Nuovo,R-Shop360,R-Shop360,93,93,"40,26",1,"40,26",A Pagamento,"5,07","45,33","11,3","5,07","16,38",8,10,2,0,0,0,"Consegna a 5,07 € : 15 - 17 feb Maggiori informazioni", ,"4,5",6,14233,7,"1,56",FALSE,FALSE
2022-02-07T12:05:05,0,19,Nuovo,KSL Global Store,Amazon,1,100,"45,99",1,"45,99",Gratuita,0,"45,99","17,04",0,"17,04",4,4,0,0,0,0,"Spedizione GRATUITA: venerdì, 11 feb Maggiori informazioni", ,5,2,14325,0,"1,58",TRUE,FALSE
2022-02-07T12:05:05,0,20,Nuovo,kemite electronics store,kemite electronics store,159,85,"45,99",1,"45,99",Gratuita,0,"45,99","17,04",0,"17,04",21,37,16,0,0,0,Spedizione GRATUITA: 28 feb - 16 mar Maggiori informazioni, ,"4,5",19,14167,15,"1,58",FALSE,FALSE
2022-02-07T12:05:05,0,21,Nuovo,Cyuet,Amazon,76,100,46,1,46,Gratuita,0,46,"17,05",0,"17,05",4,4,0,0,0,0,"Spedizione GRATUITA: venerdì, 11 feb Maggiori informazioni", ,5,2,14250,0,"1,58",TRUE,FALSE
2022-02-07T12:05:05,0,22,Nuovo,Xiaomi Home,Amazon,476,95,46,1,46,Gratuita,0,46,"17,05",0,"17,05",3,3,0,0,0,0,"Spedizione GRATUITA: giovedì, 10 feb Maggiori informazioni", ,"4,5",1,13850,5,"1,58",TRUE,FALSE
2022-02-07T12:05:05,0,23,Nuovo,Monclick,Monclick,3740,81,46,1,46,Gratuita,0,46,"17,05",0,"17,05",7,10,3,0,0,0,Spedizione GRATUITA: 14 - 17 feb Maggiori informazioni, ,4,5,10586,19,"1,58",FALSE,FALSE
2022-02-07T12:05:05,0,24,Nuovo,Erregame S.p.a.,Erregame S.p.a.,4468,99,"46,7",1,"46,7",Gratuita,0,"46,7","17,75",0,"17,75",4,7,3,0,0,0,Spedizione GRATUITA: 11 - 14 feb Maggiori informazioni, ,5,2,9858,1,"1,61",FALSE,FALSE
2022-02-07T12:05:05,0,25,Nuovo,Amco-Shop,Amazon,17,94,47,1,47,Gratuita,0,47,"18,05",0,"18,05",4,4,0,0,0,0,"Spedizione GRATUITA: venerdì, 11 feb Maggiori informazioni", ,"4,5",2,14309,6,"1,62",TRUE,FALSE
2022-02-07T12:05:05,0,26,Nuovo,Juke Box,Juke Box,1128,98,"47,5",1,"47,5",Gratuita,0,"47,5","18,55",0,"18,55",7,10,3,0,0,0,Spedizione GRATUITA: 14 - 17 feb Maggiori informazioni, ,5,5,13198,2,"1,64",FALSE,FALSE
2022-02-07T12:05:05,0,27,Nuovo,ytnet,ytnet,7,57,48,1,48,Gratuita,0,48,"19,05",0,"19,05",21,37,16,0,0,0,Spedizione GRATUITA: 28 feb - 16 mar Maggiori informazioni, ,"3,5",19,14319,43,"1,65",FALSE,FALSE
2022-02-07T12:05:05,0,28,Nuovo,Dagimarket,Dagimarket,1801,98,"41,64",1,"41,64",A Pagamento,"7,32","48,96","12,69","7,32","20,01",4,8,4,0,0,0,"Consegna a 7,32 € : 11 - 15 feb Maggiori informazioni", ,5,2,12525,2,"1,69",FALSE,FALSE
2022-02-07T12:05:05,0,29,Nuovo,Fonex Italia,Fonex Italia,142,97,"48,99",1,"48,99",Gratuita,0,"48,99","20,04",0,"20,04",3,7,4,0,0,0,Spedizione GRATUITA: 10 - 14 feb Maggiori informazioni, ,5,1,14184,3,"1,69",FALSE,FALSE
2022-02-07T12:05:05,0,30,Nuovo,TPC Mobile,Amazon,66,98,49,1,49,Gratuita,0,49,"20,05",0,"20,05",4,4,0,0,0,0,"Spedizione GRATUITA: venerdì, 11 feb Maggiori informazioni", ,5,2,14260,2,"1,69",TRUE,FALSE
2022-02-07T12:05:05,0,31,Nuovo,Telcominstrument Mi Life,Telcominstrument Mi Life,1021,91,49,1,49,Gratuita,0,49,"20,05",0,"20,05",3,4,1,0,0,0,Spedizione GRATUITA: 10 - 11 feb Maggiori informazioni, ,"4,5",1,13305,9,"1,69",FALSE,FALSE
2022-02-07T12:05:05,0,32,Nuovo,"smakdistribuzioni,com","smakdistribuzioni,com",41,96,"49,35",1,"49,35",Gratuita,0,"49,35","20,4",0,"20,4",3,4,1,0,0,0,Spedizione GRATUITA: 10 - 11 feb Maggiori informazioni, ,5,1,14285,4,"1,7",FALSE,FALSE
2022-02-07T12:05:05,0,33,Usato - Come nuovo,Teo Shop,Teo Shop,0,0,"40,66",1,"40,66",A Pagamento,"8,7","49,36","11,7","8,69","20,41",9,14,5,0,0,0,"Consegna a 8,70 € : 16 - 21 feb Maggiori informazioni",Teo Shop,5,7,13957,1,"1,7",FALSE,FALSE
2022-02-07T12:05:05,0,34,Nuovo,SLD Market Italia,SLD Market Italia,236,93,"49,7",1,"49,7",Gratuita,0,"49,7","20,75",0,"20,75",3,7,4,2,2,0,"Spedizione GRATUITA: 10 - 14 feb Maggiori informazioni Consegna più veloce: mercoledì, 9 feb Maggiori informazioni", ,"4,5",0,14090,7,"1,71",FALSE,FALSE
2022-02-07T12:05:05,0,35,Nuovo,Gory's Web Shop,Gory's Web Shop,9714,64,"49,7",1,"49,7",Gratuita,0,"49,7","20,75",0,"20,75",11,16,5,0,0,0,Spedizione GRATUITA: 18 - 23 feb Maggiori informazioni, ,"3,5",9,4612,36,"1,71",FALSE,FALSE
2022-02-07T12:05:05,0,36,Nuovo,TEC -,TEC -,32,75,"44,9",1,"44,9",A Pagamento,"5,9","50,8","15,95","5,9","21,85",3,4,1,2,3,1,"Consegna a 5,90 € : 10 - 11 feb Maggiori informazioni Consegna più veloce: 9 - 10 feb Maggiori informazioni", ,4,0,14294,25,"1,75",FALSE,FALSE
2022-02-07T12:05:05,0,37,Nuovo,CAREBSRL-IT,CAREBSRL-IT,232,98,45,1,45,A Pagamento,7,52,"16,05",7,"23,05",3,7,4,0,0,0,"Consegna a 7,00 € : 10 - 14 feb Maggiori informazioni", ,"4,5",1,14094,2,"1,79",FALSE,FALSE
2022-02-07T12:05:05,0,38,Nuovo,My Beststore,My Beststore,2117,95,"52,6",1,"52,6",Gratuita,0,"52,6","23,65",0,"23,65",4,7,3,0,0,0,Spedizione GRATUITA: 11 - 14 feb Maggiori informazioni, ,"4,5",2,12209,5,"1,81",FALSE,FALSE
2022-02-07T12:05:05,0,39,Nuovo,XBUYSHOP,XBUYSHOP,11,82,"52,84",1,"52,84",Gratuita,0,"52,84","23,89",0,"23,89",3,8,5,0,0,0,Spedizione GRATUITA: 10 - 15 feb Maggiori informazioni, ,"4,5",1,14315,18,"1,82",FALSE,FALSE
2022-02-07T12:05:05,0,40,Nuovo,TradeINN,TradeINN,3369,77,"52,99",1,"52,99",Gratuita,0,"52,99","24,04",0,"24,04",4,7,3,0,0,0,Spedizione GRATUITA: 11 - 14 feb Maggiori informazioni, ,4,2,10957,23,"1,83",FALSE,FALSE
2022-02-07T12:05:05,0,41,Nuovo,Supermedia SpA,Supermedia SpA,2173,82,"53,4",1,"53,4",Gratuita,0,"53,4","24,45",0,"24,45",3,7,4,0,0,0,Spedizione GRATUITA: 10 - 14 feb Maggiori informazioni, ,4,1,12153,18,"1,84",FALSE,FALSE
2022-02-07T12:05:05,0,42,Nuovo,Vertex S.r.l.,Vertex S.r.l.,190,89,"53,57",1,"53,57",Gratuita,0,"53,57","24,62",0,"24,62",8,10,2,0,0,0,Spedizione GRATUITA: 15 - 17 feb Maggiori informazioni, ,"4,5",6,14136,11,"1,85",FALSE,FALSE
2022-02-07T12:05:05,0,43,Nuovo,MR CARTRIDGE,MR CARTRIDGE,160,94,"45,15",1,"45,15",A Pagamento,"8,5","53,65","16,2","8,5","24,7",4,9,5,0,0,0,"Consegna a 8,50 € : 11 - 16 feb Maggiori informazioni", ,"4,5",2,14166,6,"1,85",FALSE,FALSE
2022-02-07T12:05:05,0,44,Nuovo,Good Brands Store,Good Brands Store,24,79,49,1,49,A Pagamento,"4,67","53,67","20,05","4,67","24,72",9,17,8,3,7,4,"Consegna a 4,67 € : 16 - 24 feb Maggiori informazioni Consegna più veloce: 10 - 14 feb Maggiori informazioni", ,"4,5",1,14302,21,"1,85",FALSE,FALSE
2022-02-07T12:05:05,0,45,Nuovo,CrineTech,CrineTech,260,93,"53,8",1,"53,8",Gratuita,0,"53,8","24,85",0,"24,85",2,3,1,0,0,0,Spedizione GRATUITA: 9 - 10 feb Maggiori informazioni, ,"4,5",0,14066,7,"1,85",FALSE,FALSE
2022-02-07T12:05:05,0,46,Nuovo,Bartolucci S.r.l.,Bartolucci S.r.l.,4078,97,"54,14",1,"54,14",Gratuita,0,"54,14","25,19",0,"25,19",3,8,5,0,0,0,Spedizione GRATUITA: 10 - 15 feb Maggiori informazioni, ,5,1,10248,3,"1,87",FALSE,FALSE
2022-02-07T12:05:05,0,47,Nuovo,Onlinestore Italia,Onlinestore Italia,5355,89,"54,18",1,"54,18",Gratuita,0,"54,18","25,23",0,"25,23",8,11,3,0,0,0,Spedizione GRATUITA: 15 - 18 feb Maggiori informazioni, ,"4,5",6,8971,11,"1,87",FALSE,FALSE
2022-02-07T12:05:05,0,48,Nuovo,Luemm srl,Luemm srl,204,95,"54,9",1,"54,9",Gratuita,0,"54,9","25,95",0,"25,95",3,7,4,0,0,0,Spedizione GRATUITA: 10 - 14 feb Maggiori informazioni, ,"4,5",1,14122,5,"1,89",FALSE,FALSE
2022-02-07T12:05:05,0,49,Nuovo,You Get - Innovation & Technology,You Get - Innovation & Technology,36,83,"42,44",1,"42,44",A Pagamento,"12,95","55,39","13,48","12,95","26,44",8,16,8,0,0,0,"Consegna a 12,95 € : 15 - 23 feb Maggiori informazioni", ,"4,5",6,14290,17,"1,91",FALSE,FALSE
2022-02-07T12:05:05,0,50,Nuovo,MARRA HI TECH,MARRA HI TECH,458,93,"52,78",1,"52,78",A Pagamento,"2,99","55,77","23,83","2,99","26,82",3,11,8,2,4,2,"Consegna a 2,99 € : 10 - 18 feb Maggiori informazioni Consegna più veloce: 9 - 11 feb Maggiori informazioni", ,"4,5",0,13868,7,"1,92",FALSE,FALSE
2022-02-07T12:05:05,0,51,Nuovo,LUX PHONIA,LUX PHONIA,22,86,"55,9",1,"55,9",Gratuita,0,"55,9","26,95",0,"26,95",3,8,5,2,4,2,Spedizione GRATUITA: 10 - 15 feb Maggiori informazioni Consegna più veloce: 9 - 11 feb Maggiori informazioni, ,"4,5",0,14304,14,"1,93",FALSE,FALSE
2022-02-07T12:05:05,0,52,Nuovo,Scontolo,Scontolo,2420,83,50,1,50,A Pagamento,"5,99","55,99","21,05","5,99","27,04",8,10,2,7,9,2,"Consegna a 5,99 € : 15 - 17 feb Maggiori informazioni Consegna più veloce: 14 - 16 feb Maggiori informazioni", ,"4,5",5,11906,17,"1,93",FALSE,FALSE
2022-02-07T12:05:05,0,53,Nuovo,Parsekstore,Parsekstore,482,100,"56,31",1,"56,31",Gratuita,0,"56,31","27,36",0,"27,36",4,8,4,0,0,0,Spedizione GRATUITA: 11 - 15 feb Maggiori informazioni, ,5,2,13844,0,"1,94",FALSE,FALSE
2022-02-07T12:05:05,0,54,Nuovo,Topocentras EU,Topocentras EU,100,82,"46,67",1,"46,67",A Pagamento,0,"46,67","17,72",0,"17,72",7,9,2,0,0,0,Verrai contattato dal corriere per fissare una data di consegna. Consegna più veloce: 14 - 16 feb Maggiori informazioni, ,4,5,14226,18,"1,61",FALSE,FALSE
2022-02-07T12:05:05,0,55,Nuovo,Tienda Siglo XXI,Tienda Siglo XXI,121,85,"46,67",1,"46,67",A Pagamento,"11,12","57,79","17,72","11,12","28,84",7,10,3,3,7,4,"Consegna a 11,12 € : 14 - 17 feb Maggiori informazioni Consegna più veloce: 10 - 14 feb Maggiori informazioni", ,"4,5",1,14205,15,"1,99",FALSE,FALSE
2022-02-07T12:05:05,0,56,Nuovo,S.E.M. SRL,S.E.M. SRL,870,75,"58,26",1,"58,26",Gratuita,0,"58,26","29,31",0,"29,31",3,8,5,0,0,0,Spedizione GRATUITA: 10 - 15 feb Maggiori informazioni, ,4,1,13456,25,"2,01",FALSE,FALSE
2022-02-07T12:05:05,0,57,Nuovo,UnTech,UnTech,758,87,"58,6",1,"58,6",Gratuita,0,"58,6","29,65",0,"29,65",7,8,1,0,0,0,Spedizione GRATUITA: 14 - 15 feb Maggiori informazioni, ,"4,5",5,13568,13,"2,02",FALSE,FALSE
2022-02-07T12:05:05,0,58,Nuovo,Happy Home Srl,Happy Home Srl,932,95,59,1,59,Gratuita,0,59,"30,05",0,"30,05",3,7,4,0,0,0,Spedizione GRATUITA: 10 - 14 feb Maggiori informazioni, ,"4,5",1,13394,5,"2,03",FALSE,FALSE
2022-02-07T12:05:05,0,59,Nuovo,Odiporo de,Amazon,13,92,"59,99",1,"59,99",Gratuita,0,"59,99","31,04",0,"31,04",7,7,0,0,0,0,"Spedizione GRATUITA: lunedì, 14 feb Maggiori informazioni", ,"4,5",5,14313,8,"2,07",TRUE,FALSE
2022-02-07T12:05:05,0,60,Nuovo,PARTY-GAMES,PARTY-GAMES,1877,88,60,1,60,Gratuita,0,60,"31,05",0,"31,05",7,10,3,0,0,0,Spedizione GRATUITA: 14 - 17 feb Maggiori informazioni, ,"4,5",5,12449,12,"2,07",FALSE,FALSE
2022-02-07T12:05:05,0,61,Nuovo,ProComponentes,ProComponentes,1215,84,"46,46",1,"46,46",A Pagamento,"13,68","60,14","17,51","13,68","31,19",10,16,6,2,4,2,"Consegna a 13,68 € : 17 - 23 feb Maggiori informazioni Consegna più veloce: 9 - 11 feb Maggiori informazioni", ,"4,5",0,13111,16,"2,07",FALSE,FALSE
2022-02-07T12:05:05,0,62,Nuovo,To B To C,To B To C,177,94,"60,22",1,"60,22",Gratuita,0,"60,22","31,27",0,"31,27",8,11,3,0,0,0,Spedizione GRATUITA: 15 - 18 feb Maggiori informazioni, ,"4,5",6,14149,6,"2,08",FALSE,FALSE
2022-02-07T12:05:05,0,63,Nuovo,SmartFunk,SmartFunk,2,50,"49,9",1,"49,9",A Pagamento,"10,9","60,8","20,95","10,9","31,85",8,10,2,0,0,0,"Consegna a 10,90 € : 15 - 17 feb Maggiori informazioni", ,3,6,14324,50,"2,1",FALSE,FALSE
2022-02-07T12:05:05,0,64,Nuovo,cadeau-son,cadeau-son,140,86,"51,99",1,"51,99",A Pagamento,"8,9","60,89","23,04","8,9","31,94",7,10,3,0,0,0,"Consegna a 8,90 € : 14 - 17 feb Maggiori informazioni", ,"4,5",5,14186,14,"2,1",FALSE,FALSE
2022-02-07T12:05:05,0,65,Nuovo,INSTYLEANDJOY,INSTYLEANDJOY,10,50,"60,99",1,"60,99",Gratuita,0,"60,99","32,04",0,"32,04",11,16,5,0,0,0,Spedizione GRATUITA: 18 - 23 feb Maggiori informazioni, ,3,9,14316,50,"2,1",FALSE,FALSE
2022-02-07T12:05:05,0,66,Nuovo,Lucemania,Lucemania,100,100,"61,17",1,"61,17",Gratuita,0,"61,17","32,22",0,"32,22",3,8,5,2,4,2,Spedizione GRATUITA: 10 - 15 feb Maggiori informazioni Consegna più veloce: 9 - 11 feb Maggiori informazioni, ,5,0,14226,0,"2,11",FALSE,FALSE
2022-02-07T12:05:05,0,67,Nuovo,Tek4life,Tek4life,19,95,"61,07",1,"61,07",A Pagamento,"0,12","61,19","32,12","0,12","32,23",2,4,2,0,0,0,"Consegna a 0,12 € : 9 - 11 feb Maggiori informazioni", ,"4,5",0,14307,5,"2,11",FALSE,FALSE
2022-02-07T12:05:05,0,68,Nuovo,LBY,LBY,134,85,"61,6",1,"61,6",Gratuita,0,"61,6","32,65",0,"32,65",10,14,4,0,0,0,Spedizione GRATUITA: 17 - 21 feb Maggiori informazioni, ,"4,5",8,14192,15,"2,12",FALSE,FALSE
2022-02-07T12:05:05,0,69,Nuovo,BSSDNL®,BSSDNL®,42,67,"61,7",1,"61,7",Gratuita,0,"61,7","32,75",0,"32,75",9,14,5,0,0,0,Spedizione GRATUITA: 16 - 21 feb Maggiori informazioni, ,"3,5",7,14284,33,"2,13",FALSE,FALSE
2022-02-07T12:05:05,0,70,Nuovo,SLG Store,SLG Store,1628,97,52,1,52,A Pagamento,"9,9","61,9","23,05","9,9","32,95",4,9,5,0,0,0,"Consegna a 9,90 € : 11 - 16 feb Maggiori informazioni", ,5,2,12698,3,"2,13",FALSE,FALSE
2022-02-07T12:05:05,0,71,Nuovo,HousePc,HousePc,2088,93,"59,78",1,"59,78",A Pagamento,3,"62,78","30,83",3,"33,83",2,3,1,0,0,0,"Consegna a 3,00 € : 9 - 10 feb Maggiori informazioni", ,"4,5",0,12238,7,"2,16",FALSE,FALSE
2022-02-07T12:05:05,0,72,Nuovo,Versão Portátil Não enviamos para ilhas Portuguesa,Versão Portátil Não enviamos para ilhas Portuguesa,0,0,42,1,42,A Pagamento,"21,03","63,03","13,05","21,03","34,08",9,17,8,0,0,0,"Consegna a 21,03 € : 16 - 24 feb Maggiori informazioni", ,0,7,14326,100,"2,17",FALSE,FALSE
2022-02-07T12:05:05,0,73,Nuovo,All In Commerce,All In Commerce,727,74,"57,04",1,"57,04",A Pagamento,"6,59","63,63","28,09","6,59","34,68",3,7,4,0,0,0,"Consegna a 6,59 € : 10 - 14 feb Maggiori informazioni", ,4,1,13599,26,"2,19",FALSE,FALSE
2022-02-07T12:05:05,0,74,Nuovo,Vipdomo,Vipdomo,426,80,"50,5",1,"50,5",A Pagamento,"13,14","63,64","21,55","13,14","34,69",14,17,3,0,0,0,"Consegna a 13,14 € : 21 - 24 feb Maggiori informazioni", ,4,12,13900,20,"2,19",FALSE,FALSE
2022-02-07T12:05:05,0,75,Nuovo,dailybefit,dailybefit,4,100,"59,2",1,"59,2",A Pagamento,"5,68","64,88","30,25","5,68","35,92",9,14,5,0,0,0,"Consegna a 5,68 € : 16 - 21 feb Maggiori informazioni", ,5,7,14322,0,"2,24",FALSE,FALSE
2022-02-07T12:05:05,0,76,Nuovo,PureGaming,PureGaming,113,72,"64,9",1,"64,9",Gratuita,0,"64,9","35,95",0,"35,95",11,17,6,0,0,0,Spedizione GRATUITA: 18 - 24 feb Maggiori informazioni, ,4,9,14213,28,"2,24",FALSE,FALSE
2022-02-07T12:05:05,0,77,Nuovo,NNN_NowNextNew,NNN_NowNextNew,6,67,65,1,65,Gratuita,0,65,"36,04",0,"36,04",8,16,8,0,0,0,Spedizione GRATUITA: 15 - 23 feb Maggiori informazioni, ,"3,5",6,14320,33,"2,24",FALSE,FALSE
2022-02-07T12:05:05,0,78,Nuovo,Red Tech GmbH,Red Tech GmbH,523,96,"56,47",1,"56,47",A Pagamento,"9,99","66,45","27,52","9,99","37,5",7,14,7,0,0,0,"Consegna a 9,99 € : 14 - 21 feb Maggiori informazioni", ,"4,5",5,13803,4,"2,29",FALSE,FALSE
2022-02-07T12:05:05,0,79,Nuovo,BuysVip,BuysVip,675,93,"59,86",1,"59,86",A Pagamento,"10,99","70,84","30,91","10,99","41,89",8,10,2,0,0,0,"Consegna a 10,99 € : 15 - 17 feb Maggiori informazioni", ,"4,5",6,13651,7,"2,44",FALSE,FALSE
2022-02-07T12:05:05,0,80,Nuovo,Hamradioshop SRL,Hamradioshop SRL,1484,81,"62,39",1,"62,39",A Pagamento,"9,06","71,45","33,44","9,06","42,5",3,7,4,0,0,0,"Consegna a 9,06 € : 10 - 14 feb Maggiori informazioni", ,4,1,12842,19,"2,46",FALSE,FALSE
2022-02-07T12:05:05,0,81,Usato - Ottime condizioni,Amazon Warehouse,Amazon,0,0,"28,95",1,"28,95",Gratuita,0,"28,95",0,0,0,4,4,0,0,0,0,"Spedizione GRATUITA: venerdì, 11 feb sul tuo primo ordine idoneo.",L'articolo sarà fornito in una nuova confezione.,0,2,14326,100,1,TRUE,FALSE
2022-02-07T12:05:05,0,82,Usato - Ottime condizioni,Amazon Warehouse,Amazon,0,0,"28,95",1,"28,95",Gratuita,0,"28,95",0,0,0,4,4,0,0,0,0,"Spedizione GRATUITA: venerdì, 11 feb sul tuo primo ordine idoneo.",Piccoli graffi sul retro del prodotto (fino a 1 cm). Cinghia mancante. L'articolo verrà fornito nella c... Piccoli graffi sul retro del prodotto (fino a 1 cm). Cinghia mancante. L'articolo verrà fornito nella confezione originale. La confezione sarà danneggiata. Altro,0,2,14326,100,1,TRUE,FALSE
